,単語,意味
4406,programmers,プログラマー(複数) 
4407,pairs,対の(複数)
4408,networks,ネットワーク(複数) 
4409,eye,眼
4410,pizza,ピザ
4411,notified,通知した
4412,kinds,種類(複数) 
4413,publications,出版物(複数)
4414,ports,港(複数)
4415,grow,成長する
4416,mother,母
4417,heart,心臓、中心部
4418,March,3月
4419,operated,運営した
4420,forced,強制
4421,Hawaii,ハワイ
4422,producers,生産者(複数)
4423,keeping,維持している
4424,instance,衝動
4425,jet,ジェット機
4426,growing,成長している
4427,Germany,ドイツ
4428,Jackson,ジャクソン
4429,trainers,トレーナー(複数)
4430,archives,保管所(複数)
4431,bicycles,自転車(複数)
4432,aquarium,水族館
4433,shown,見せた
4434,bar,バー、棒
4435,taught,教えた
4436,cardholder,カード会員
4437,sadly,悲しそうに
4438,tooth,歯
4439,talked,話をした
4440,repeat,繰り返す
4441,aged,年をとった
4442,requested,要求した
4443,wherever,どこ
4444,tracks,トラック(複数)
4445,wash,洗う
4446,secretarial,秘書の
4447,agencies,仲介業者(複数) 
4448,salesperson,販売員
4449,tracker,追跡者
4450,captain,船長、キャプテン
4451,Ahmed,アハメド
4452,wet,湿った
4453,winds,風(複数) 
4454,brings,もたらす(三単現)
4455,August,8月
4456,USA,アメリカ合衆国
4457,Springfield,スプリングフィールド
4458,calculations,計算(複数) 
4459,science,科学
4460,cards,カード
4461,Walton,ウォルトン
4462,slow,ゆっくり
4463,soft,ソフト、柔らかい
4464,arriving,到着している
4465,seeing,見ている
4466,rainbow,虹
4467,tech,技術
4468,cabinets,キャビネット(複数)
4469,apples,リンゴ(複数)
4470,accurately,正確に
4471,baker,パン職人
4472,cafe,"カフェ,カフェ"
4473,spray,スプレーする
4474,ring,リング
4475,sailing,セーリング
4476,technologies,技術(複数)
4477,asks,尋ねる、聞く(三単現)
4478,boys,男の子(複数)
4479,shaver,シェーバー
4480,sides,辺、横(複数) 
4481,transferred,移した
4482,rated,格をつけた
4483,writer,作家
4484,statements,文(複数) 
4485,bowls,おわん、ボウル
4486,slowly,ゆっくりと
4487,answers,回答(複数) 
4488,weekends,週末(複数) 
4489,wishes,希望(複数)
4490,teeth,歯(複数)
4491,caught,捕えた
4492,scrolls,スクロールする(三単現)
4493,Sydney,シドニー
4494,supplies,消耗品(複数) 
4495,watching,見ている
4496,waiter,ウエーター
4497,bag,バッグ、鞄
4498,brilliance,輝き
4499,reducing,削減している
4500,rid,取り除く
4501,whatever,?するものは何でも
4502,beer,ビール
4503,tells,伝える
4504,autistic,自閉症の
4505,failing,失敗している
4506,embarrassed,恥ずかしい
4507,hardest,最も困難
4508,comments,コメント
4509,heads,ヘッド、頭(複数) 
4510,fields,運動場
4511,forest,森林
4512,click,クリック
4513,hotels,ホテル(複数) 
4514,Greek,ギリシャ語、ギリシャ人
4515,habits,習慣(複数) 
4516,considering,検討している
4517,explained,説明した
4518,helicopters,ヘリコプター(複数) 
4519,equipped,装備した
4520,employers,雇用者(複数) 
4521,estimated,見積もった
4522,equivalent,等価
4523,freezing,凍結している
4524,closest,最も近い
4525,claims,主張、クレーム(複数) 
4526,fruit,フルーツ
4527,frozen,凍結した
4528,flying,飛行している
4529,fitness,フィットネス
4530,dropping,落ちている
4531,defects,欠陥(複数) 
4532,hands,手(複数) 
4533,globe,地球儀
4534,gentlemen,紳士
4535,coins,コイン(複数) 
4536,checks,チェック、会計(複数) 
4537,decides,決定する(三単現)
4538,fiction,創作
4539,dancing,ダンス
4540,cuts,削減する(三単現)
4541,drunk,酔った、飲んだ
4542,focuses,焦点を当てる(三単現)
4543,competitors,競合他社
4544,fries,フライドポテト
4545,facts,事実(複数) 
4546,families,家族(複数) 
4547,colored,色づいた
4548,drug,薬物
4549,demanded,要求された
4550,ear,耳
4551,entering,入力
4552,Greece,ギリシャ
4553,drives,運転する(三単現)
4554,cheeses,チーズ(複数)
4555,Florida,フロリダ
4556,expanding,拡大している
4557,Fairchild,フェアチャイルド
4558,finds,見つける(三単現)
4559,founded,設立した
4560,hat,帽子
4561,charts,チャート、図(複数) 
4562,governments,政府(複数)
4563,developed,開発した
4564,everywhere,至る所
4565,enterprises,企業(複数) 
4566,gotten,得た
4567,git,まぬけ
4568,creating,作成
4569,fight,闘う
4570,hardness,硬度、かたさ
4571,imperial,帝国の
4572,readers,読者(複数) 
4573,salesman,セールスマン
4574,installing,インストールしている
4575,recommended,推奨した
4576,performed,実行した
4577,paying,支払っている
4578,meters,メートル(複数) 
4579,mathematics,数学
4580,procedures,手続き(複数) 
4581,laser,レーザー
4582,patients,患者(複数)
4583,layers,層(複数)
4584,mechanization,機械化
4585,loading,読み込んでいる
4586,kept,保管した
4587,oils,オイル
4588,investors,投資家(複数) 
4589,receiving,受け取っている
4590,India,インド
4591,improvements,改善(複数) 
4592,recycle,リサイクル
4593,oldest,最古
4594,invention,発明
4595,ink,インク
4596,ounces,オンス(複数) 
4597,shoppers,買い物客(複数) 
4598,Patterson,パターソン
4599,memory,メモリ、記憶
4600,restaurants,レストラン(複数)
4601,recorded,記録した
4602,maybe,多分
4603,interviewed,インタビューした
4604,loved,愛された
4605,renter,賃借人
4606,self,自己
4607,jump,ジャンプする
4608,rush,急ぐ
4609,realized,悟った
4610,kilograms,キログラム(複数) 
4611,resulted,結果の出た
4612,researchers,研究者(複数) 
4613,meets,に会う(三単現)
4614,rainforest,熱帯雨林
4615,learned,学んだ
4616,juice,ジュース
4617,negotiations,交渉(複数) 
4618,lunches,ランチ(複数) 
4619,popcorn,ポップコーン
4620,ourselves,自分自身
4621,patience,忍耐
4622,opera,オペラ
4623,losing,失う
4624,removing,削除
4625,plastic,プラスチック
4626,oven,オーブン
4627,safest,最も安全な
4628,humans,人間(複数) 
4629,Lewis,ルイス
4630,lock,ロック、鍵をかける
4631,Latin,ラテン語
4632,shipped,出荷
4633,published,公開した
4634,shape,形
4635,rose,バラ
4636,pizzas,ピザ(複数) 
4637,proved,証明した
4638,pen,ペン
4639,kids,子供たち(複数) 
4640,values,値(複数)
4641,understands,理解する(三単現）
4642,weren’t,がなかった
4643,solved,解決した
4644,Asian,アジア人の
4645,UV,紫外線
4646,alcohol,アルコール
4647,blocks,ブロック、妨げ(複数)
4648,Wagner,ワーグナー
4649,authorities,権威、権力(複数) 
4650,Thai,タイ
4651,soccer,サッカー
4652,booked,予約した
4653,stove,ストーブ
4654,workshops,ワークショップ(複数) 
4655,bacteria,細菌
4656,sport,スポーツ
4657,standing,目立った
4658,suite,スイート
4659,trucks,トラック(複数) 
4660,signing,署名
4661,bathroom,バスルーム
4662,steel,スチール
4663,apart,離れた
4664,super,すごい、超
4665,wolf,ウルフ
4666,stone,石
4667,sing,歌う
4668,trainer,トレーナー
4669,borrowed,借りた
4670,theaters,劇場
4671,approved,承認した
4672,techniques,テクニック
4673,thin,薄い
4674,spent,費やした
4675,adapted,適応した
4676,toaster,トースター
4677,thousands,何千もの
4678,Ted,テッド
4679,bookstore,書店
4680,bedroom,寝室
4681,sized,大きさを合わせる
4682,bottles,ボトル(複数)
4683,specialized,専門
4684,thinking,思考
4685,supervised,監督
4686,survive,生き残る
4687,advertisements,広告(複数)
4688,Toronto,トロント
4689,Americans,アメリカ人
4690,wind,風
4691,arts,芸術(複数)
4692,Veronica,ベロニカ
4693,banking,銀行
4694,bend,曲げ
4695,stronger,強い
4696,wheel,ホイール
4697,Alexandria,アレキサンドリア
4698,toxic,有毒な
4699,Washington,ワシントン
4700,assumptions,仮定(複数) 
4701,Alexander,アレクサンダー
4702,automobiles,自動車(複数) 
4703,yourself,自分自身
4704,streets,通り(複数)
4705,wearing,着
4706,tournament,大会
4707,assured,確信した
4708,yellow,黄色
4709,tries,試す(三単現）
4710,earned,稼いだ
4711,capstone,絶頂
4712,Dave,デイブ
4713,entered,入力
4714,describing,記述している
4715,cents,セント(複数) 
4716,cleared,クリア、きれいになった
4717,cabinet,キャビネット、棚
4718,doors,ドア(複数) 
4719,dislikes,嫌い(三単現)
4720,Flanders,フランダース
4721,extracted,抽出した
4722,filed,整理保存した
4723,firsthand,じかに
4724,diving,ダイビング
4725,decreased,減少
4726,George,ジョージ
4727,chemicals,化学物質(複数) 
4728,commercials,コマーシャル、宣伝(複数) 
4729,diseases,病気
4730,conducted,導いた
4731,existed,存在した
4732,carbon,炭素
4733,gained,獲得した
4734,clouds,雲(複数) 
4735,cooking,料理
4736,feeling,感情
4737,encouraged,奨励した
4738,demands,要求する(三単現) 
4739,eyes,目(複数) 
4740,Davidson,デビッドソン
4741,filters,フィルター(複数) 
4742,directed,監督
4743,clientele,顧客、常連
4744,cargo,貨物
4745,climates,気候(複数) 
4746,CEO,代表取締役
4747,combination,組み合わせ
4748,ends,終了する
4749,custom,風習
4750,expanded,拡大した
4751,concealed,隠した
4752,died,死亡した
4753,declined,減少
4754,evolution,進化
4755,Detroit,デトロイト
4756,finest,最高
4757,denied,拒否した
4758,checked,チェックした
4759,directions,方向(複数)
4760,changing,変わっている
4761,caller,呼び出し元
4762,caption,キャプション
4763,creation,作成
4764,dynasty,王朝
4765,flash,フラッシュ
4766,displayed,表示した
4767,contents,内容(複数) 
4768,discussions,議論(複数) 
4769,contributions,貢献(複数) 
4770,elevator,エレベーター
4771,features,特徴(複数) 
4772,collected,収集した
4773,coupons,クーポン(複数) 
4774,foundations,基盤、基礎(複数) 
4775,foam,泡
4776,elder,年上
4777,exists,存在する(三単現)
4778,Jimmy,ジミー
4779,graduated,卒業した
4780,Henry,ヘンリー
4781,heavier,(より)重い
4782,obviously,明らかに
4783,phrase,フレーズ
4784,listening,リスニング
4785,jacket,ジャケット
4786,grew,成長した
4787,handed,手渡した
4788,inspected,検査
4789,medieval,中世
4790,officers,役人、公務員(複数)
4791,grown,成長した
4792,landed,着陸した
4793,Mitchell,ミッシェル
4794,malfunctioning,誤動作
4795,jumping,ジャンプ(している)
4796,gladiator,グラディエーター
4797,handles,ハンドル(複数) 
4798,infect,感染
4799,nights,夜、泊(複数)
4800,nearest,最寄り
4801,Linda,リンダ
4802,inner,インナー、内部の
4803,mugs,マグカップ(複数) 
4804,lights,ライト(複数)
4805,ought,するべき
4806,peak,ピーク
4807,golfers,ゴルファー(複数)
4808,pages,ページ(複数)
4809,October,10月
4810,painting,絵
4811,mechanics,メカニック(複数) 
4812,judging,判断
4813,opens,開く(三単現)
4814,hello,こんにちは
4815,involving,関与
4816,inch,インチ
4817,landfills,埋め立て
4818,guide,ガイド
4819,networked,ネットワーク
4820,glass,ガラス
4821,medals,メダル(複数) 
4822,lowest,最低
4823,honest,正直
4824,obsession,強迫観念
4825,patrons,常連客(複数) 
4826,kill,殺す
4827,linked,繋がった
4828,minute,分
4829,parties,パーティー(複数) 
4830,innocent,罪のない
4831,legs,脚(複数)
4832,girl,女の子
4833,openly,公然と
4834,hi,やあ
4835,happens,起こる(三単現)
4836,incorrect,不正
4837,introduced,導入した
4838,jazz,ジャズ
4839,granger,農業労働者
4840,namely,すなわち
4841,placing,配置している
4842,Minneapolis,ミネアポリス
4843,personally,個人的に
4844,industries,産業(複数) 
4845,mild,穏やかな
4846,renovations,改築(複数) 
4847,rough,粗い
4848,settlement,移住
4849,properties,財産(複数)
4850,prepared,準備した
4851,supervisors,上司(複数) 
4852,stopped,停止した
4853,rock,岩
4854,Switzerland,スイス
4855,shocked,ショックを受けた
4856,till,まで
4857,risen,上昇した
4858,shall,～するものとする
4859,predicted,予測
4860,replicate,複製する
4861,renovated,改装した
4862,secret,秘密
4863,taxis,タクシー(複数) 
4864,teams,チーム(複数) 
4865,semi,半分の
4866,salad,サラダ
4867,shares,共有する(三単現)
4868,rear,後部の
4869,promised,約束した
4870,testing,試している
4871,responding,応答
4872,square,広場
4873,relying,依存している
4874,printers,プリンタ(複数) 
4875,shadow,影
4876,spite,にもかかわらず
4877,sea,海
4878,potatoes,ジャガイモ(複数) 
4879,stoves,ストーブ(複数) 
4880,reimbursement,償還
4881,printed,印刷した
4882,plus,加える
4883,rainforests,熱帯雨林(複数)
4884,restrictions,制限(複数)
4885,tired,疲れた
4886,pre,事前の
4887,storms,嵐(複数) 
4888,switch,スイッチ
4889,soda,ソーダ
4890,Rome,ローマ
4891,supervising,監督する
4892,strategies,戦略(複数)
4893,reaction,反応
4894,preferred,好んだ
4895,tea,お茶
4896,supporting,支援している
4897,programmer,プログラマー
4898,severely,まじめに
4899,remaining,残りの
4900,studies,勉強する(三単現)
4901,Stewart,スチュワート
4902,trained,訓練された
4903,adjoining,隣接する
4904,arranged,調整した
4905,bugs,バグ(複数) 
4906,canceled,キャンセルした
4907,baby,赤ちゃん
4908,architectural,建築の
4909,charter,チャーター、貸切
4910,underlying,根底にある
4911,tourist,観光客
4912,valley,谷
4913,cattle,牛
4914,chose,を選んだ
4915,artist,アーティスト
4916,vintage,ヴィンテージ
4917,agreed,合意した
